path,phrase
dataset\SigNN Character Database\E\E_5.jpg,E
dataset\SigNN Character Database\E\E_796.jpg,E
dataset\SigNN Character Database\E\E_419.jpg,E
dataset\SigNN Character Database\E\E_1359.jpg,E
dataset\SigNN Character Database\E\E_10.jpg,E
dataset\SigNN Character Database\E\E_715.jpg,E
dataset\SigNN Character Database\E\327.jpg,E
dataset\SigNN Character Database\E\E_270.jpg,E
dataset\SigNN Character Database\E\E_93.jpg,E
dataset\SigNN Character Database\E\424.jpg,E
dataset\SigNN Character Database\E\E_935.jpg,E
dataset\SigNN Character Database\E\E_396.jpg,E
dataset\SigNN Character Database\E\E_430.jpg,E
dataset\SigNN Character Database\E\E_1198.jpg,E
dataset\SigNN Character Database\E\E_537.jpg,E
dataset\SigNN Character Database\E\E_379.jpg,E
dataset\SigNN Character Database\E\E_423.jpg,E
dataset\SigNN Character Database\E\E_480.jpg,E
dataset\SigNN Character Database\E\E_47.jpg,E
dataset\SigNN Character Database\E\E_981.jpg,E
dataset\SigNN Character Database\E\E_1231.jpg,E
dataset\SigNN Character Database\E\E_1121.jpg,E
dataset\SigNN Character Database\E\E_1081.jpg,E
dataset\SigNN Character Database\E\E_561.jpg,E
dataset\SigNN Character Database\E\E_550.jpg,E
dataset\SigNN Character Database\E\E_36.jpg,E
dataset\SigNN Character Database\E\E_593.jpg,E
dataset\SigNN Character Database\E\E_42.jpg,E
dataset\SigNN Character Database\E\E_1241.jpg,E
dataset\SigNN Character Database\E\E_905.jpg,E
dataset\SigNN Character Database\E\E_445.jpg,E
dataset\SigNN Character Database\E\E_284.jpg,E
dataset\SigNN Character Database\E\E_378.jpg,E
dataset\SigNN Character Database\E\118.jpg,E
dataset\SigNN Character Database\E\E_941.jpg,E
dataset\SigNN Character Database\E\E_1068.jpg,E
dataset\SigNN Character Database\E\E_820.jpg,E
dataset\SigNN Character Database\E\E_373.jpg,E
dataset\SigNN Character Database\E\E_243.jpg,E
dataset\SigNN Character Database\E\E_954.jpg,E
dataset\SigNN Character Database\E\E_1190.jpg,E
dataset\SigNN Character Database\E\E_174.jpg,E
dataset\SigNN Character Database\E\E_625.jpg,E
dataset\SigNN Character Database\E\E_197.jpg,E
dataset\SigNN Character Database\E\E_1456.jpg,E
dataset\SigNN Character Database\E\E_35.jpg,E
dataset\SigNN Character Database\E\E_30.jpg,E
dataset\SigNN Character Database\E\E_1425.jpg,E
dataset\SigNN Character Database\E\E_1089.jpg,E
dataset\SigNN Character Database\E\E_1385.jpg,E
dataset\SigNN Character Database\E\354.jpg,E
dataset\SigNN Character Database\E\E_1288.jpg,E
dataset\SigNN Character Database\E\E_237.jpg,E
dataset\SigNN Character Database\E\E_397.jpg,E
dataset\SigNN Character Database\E\87.jpg,E
dataset\SigNN Character Database\E\E_404.jpg,E
dataset\SigNN Character Database\E\57.jpg,E
dataset\SigNN Character Database\E\E_407.jpg,E
dataset\SigNN Character Database\E\E_1242.jpg,E
dataset\SigNN Character Database\E\E_1079.jpg,E
dataset\SigNN Character Database\E\E_230.jpg,E
dataset\SigNN Character Database\E\E_970.jpg,E
dataset\SigNN Character Database\E\E_611.jpg,E
dataset\SigNN Character Database\E\E_1380.jpg,E
dataset\SigNN Character Database\E\E_189.jpg,E
dataset\SigNN Character Database\E\E_1207.jpg,E
dataset\SigNN Character Database\E\325.jpg,E
dataset\SigNN Character Database\E\E_98.jpg,E
dataset\SigNN Character Database\E\E_465.jpg,E
dataset\SigNN Character Database\E\E_309.jpg,E
dataset\SigNN Character Database\E\E_623.jpg,E
dataset\SigNN Character Database\E\E_406.jpg,E
dataset\SigNN Character Database\E\243.jpg,E
dataset\SigNN Character Database\E\E_16.jpg,E
dataset\SigNN Character Database\E\E_1297.jpg,E
dataset\SigNN Character Database\E\E_923.jpg,E
dataset\SigNN Character Database\E\378.jpg,E
dataset\SigNN Character Database\E\E_1431.jpg,E
dataset\SigNN Character Database\E\E_784.jpg,E
dataset\SigNN Character Database\E\E_476.jpg,E
dataset\SigNN Character Database\E\E_1087.jpg,E
dataset\SigNN Character Database\E\E_950.jpg,E
dataset\SigNN Character Database\E\403.jpg,E
dataset\SigNN Character Database\E\258.jpg,E
dataset\SigNN Character Database\E\E_1407.jpg,E
dataset\SigNN Character Database\E\E_1032.jpg,E
dataset\SigNN Character Database\E\E_227.jpg,E
dataset\SigNN Character Database\E\345.jpg,E
dataset\SigNN Character Database\E\E_145.jpg,E
dataset\SigNN Character Database\E\E_1481.jpg,E
dataset\SigNN Character Database\E\E_1398.jpg,E
dataset\SigNN Character Database\E\E_1302.jpg,E
dataset\SigNN Character Database\E\314.jpg,E
dataset\SigNN Character Database\E\E_313.jpg,E
dataset\SigNN Character Database\E\E_900.jpg,E
dataset\SigNN Character Database\E\124.jpg,E
dataset\SigNN Character Database\E\E_554.jpg,E
dataset\SigNN Character Database\E\E_1060.jpg,E
dataset\SigNN Character Database\E\E_727.jpg,E
dataset\SigNN Character Database\E\323.jpg,E
dataset\SigNN Character Database\E\E_1097.jpg,E
dataset\SigNN Character Database\E\E_759.jpg,E
dataset\SigNN Character Database\E\E_1491.jpg,E
dataset\SigNN Character Database\E\E_1363.jpg,E
dataset\SigNN Character Database\E\E_696.jpg,E
dataset\SigNN Character Database\E\E_121.jpg,E
dataset\SigNN Character Database\E\E_144.jpg,E
dataset\SigNN Character Database\E\E_725.jpg,E
dataset\SigNN Character Database\E\E_250.jpg,E
dataset\SigNN Character Database\E\E_114.jpg,E
dataset\SigNN Character Database\E\E_1470.jpg,E
dataset\SigNN Character Database\E\244.jpg,E
dataset\SigNN Character Database\E\E_1031.jpg,E
dataset\SigNN Character Database\E\E_1127.jpg,E
dataset\SigNN Character Database\E\E_1084.jpg,E
dataset\SigNN Character Database\E\442.jpg,E
dataset\SigNN Character Database\E\E_641.jpg,E
dataset\SigNN Character Database\E\35.jpg,E
dataset\SigNN Character Database\E\E_1201.jpg,E
dataset\SigNN Character Database\E\E_453.jpg,E
dataset\SigNN Character Database\E\E_908.jpg,E
dataset\SigNN Character Database\E\E_220.jpg,E
dataset\SigNN Character Database\E\289.jpg,E
dataset\SigNN Character Database\E\E_76.jpg,E
dataset\SigNN Character Database\E\E_100.jpg,E
dataset\SigNN Character Database\E\E_848.jpg,E
dataset\SigNN Character Database\E\91.jpg,E
dataset\SigNN Character Database\E\E_138.jpg,E
dataset\SigNN Character Database\E\E_1472.jpg,E
dataset\SigNN Character Database\E\E_1265.jpg,E
dataset\SigNN Character Database\E\E_1227.jpg,E
dataset\SigNN Character Database\E\E_992.jpg,E
dataset\SigNN Character Database\E\E_836.jpg,E
dataset\SigNN Character Database\E\201.jpg,E
dataset\SigNN Character Database\E\E_1044.jpg,E
dataset\SigNN Character Database\E\E_1212.jpg,E
dataset\SigNN Character Database\E\E_642.jpg,E
dataset\SigNN Character Database\E\E_524.jpg,E
dataset\SigNN Character Database\E\E_1272.jpg,E
dataset\SigNN Character Database\E\E_380.jpg,E
dataset\SigNN Character Database\E\494.jpg,E
dataset\SigNN Character Database\E\E_205.jpg,E
dataset\SigNN Character Database\E\E_1228.jpg,E
dataset\SigNN Character Database\E\E_1142.jpg,E
dataset\SigNN Character Database\E\E_776.jpg,E
dataset\SigNN Character Database\E\E_291.jpg,E
dataset\SigNN Character Database\E\E_801.jpg,E
dataset\SigNN Character Database\E\E_788.jpg,E
dataset\SigNN Character Database\E\E_308.jpg,E
dataset\SigNN Character Database\E\E_240.jpg,E
dataset\SigNN Character Database\E\E_730.jpg,E
dataset\SigNN Character Database\E\E_922.jpg,E
dataset\SigNN Character Database\E\E_251.jpg,E
dataset\SigNN Character Database\E\E_31.jpg,E
dataset\SigNN Character Database\E\E_425.jpg,E
dataset\SigNN Character Database\E\E_322.jpg,E
dataset\SigNN Character Database\E\E_431.jpg,E
dataset\SigNN Character Database\E\79.jpg,E
dataset\SigNN Character Database\E\E_53.jpg,E
dataset\SigNN Character Database\E\E_978.jpg,E
dataset\SigNN Character Database\E\E_1146.jpg,E
dataset\SigNN Character Database\E\E_736.jpg,E
dataset\SigNN Character Database\E\E_367.jpg,E
dataset\SigNN Character Database\E\E_359.jpg,E
dataset\SigNN Character Database\E\E_204.jpg,E
dataset\SigNN Character Database\E\E_1005.jpg,E
dataset\SigNN Character Database\E\E_301.jpg,E
dataset\SigNN Character Database\E\E_1381.jpg,E
dataset\SigNN Character Database\E\54.jpg,E
dataset\SigNN Character Database\E\E_1061.jpg,E
dataset\SigNN Character Database\E\E_522.jpg,E
dataset\SigNN Character Database\E\E_1090.jpg,E
dataset\SigNN Character Database\E\E_644.jpg,E
dataset\SigNN Character Database\E\E_83.jpg,E
dataset\SigNN Character Database\E\E_516.jpg,E
dataset\SigNN Character Database\E\E_1102.jpg,E
dataset\SigNN Character Database\E\E_938.jpg,E
dataset\SigNN Character Database\E\E_418.jpg,E
dataset\SigNN Character Database\E\E_1412.jpg,E
dataset\SigNN Character Database\E\E_957.jpg,E
dataset\SigNN Character Database\E\116.jpg,E
dataset\SigNN Character Database\E\18.jpg,E
dataset\SigNN Character Database\E\E_913.jpg,E
dataset\SigNN Character Database\E\E_448.jpg,E
dataset\SigNN Character Database\E\E_563.jpg,E
dataset\SigNN Character Database\E\E_1464.jpg,E
dataset\SigNN Character Database\E\335.jpg,E
dataset\SigNN Character Database\E\186.jpg,E
dataset\SigNN Character Database\E\E_289.jpg,E
dataset\SigNN Character Database\E\E_118.jpg,E
dataset\SigNN Character Database\E\E_1382.jpg,E
dataset\SigNN Character Database\E\E_59.jpg,E
dataset\SigNN Character Database\E\E_995.jpg,E
dataset\SigNN Character Database\E\E_1129.jpg,E
dataset\SigNN Character Database\E\E_6.jpg,E
dataset\SigNN Character Database\E\E_680.jpg,E
dataset\SigNN Character Database\E\E_578.jpg,E
dataset\SigNN Character Database\E\E_756.jpg,E
dataset\SigNN Character Database\E\E_478.jpg,E
dataset\SigNN Character Database\E\130.jpg,E
dataset\SigNN Character Database\E\E_1141.jpg,E
dataset\SigNN Character Database\E\264.jpg,E
dataset\SigNN Character Database\E\E_1287.jpg,E
dataset\SigNN Character Database\E\E_1078.jpg,E
dataset\SigNN Character Database\E\E_1000.jpg,E
dataset\SigNN Character Database\E\E_254.jpg,E
dataset\SigNN Character Database\E\E_890.jpg,E
dataset\SigNN Character Database\E\E_315.jpg,E
dataset\SigNN Character Database\E\E_1274.jpg,E
dataset\SigNN Character Database\E\357.jpg,E
dataset\SigNN Character Database\E\E_1010.jpg,E
dataset\SigNN Character Database\E\E_275.jpg,E
dataset\SigNN Character Database\E\E_1148.jpg,E
dataset\SigNN Character Database\E\E_1036.jpg,E
dataset\SigNN Character Database\E\363.jpg,E
dataset\SigNN Character Database\E\E_660.jpg,E
dataset\SigNN Character Database\E\E_977.jpg,E
dataset\SigNN Character Database\E\E_139.jpg,E
dataset\SigNN Character Database\E\E_120.jpg,E
dataset\SigNN Character Database\E\E_147.jpg,E
dataset\SigNN Character Database\E\E_1440.jpg,E
dataset\SigNN Character Database\E\E_597.jpg,E
dataset\SigNN Character Database\E\E_912.jpg,E
dataset\SigNN Character Database\E\E_236.jpg,E
dataset\SigNN Character Database\E\E_883.jpg,E
dataset\SigNN Character Database\E\286.jpg,E
dataset\SigNN Character Database\E\E_1451.jpg,E
dataset\SigNN Character Database\E\E_1229.jpg,E
dataset\SigNN Character Database\E\E_214.jpg,E
dataset\SigNN Character Database\E\E_619.jpg,E
dataset\SigNN Character Database\E\E_177.jpg,E
dataset\SigNN Character Database\E\E_1279.jpg,E
dataset\SigNN Character Database\E\E_564.jpg,E
dataset\SigNN Character Database\E\E_200.jpg,E
dataset\SigNN Character Database\E\E_826.jpg,E
dataset\SigNN Character Database\E\E_648.jpg,E
dataset\SigNN Character Database\E\E_710.jpg,E
dataset\SigNN Character Database\E\E_473.jpg,E
dataset\SigNN Character Database\E\E_664.jpg,E
dataset\SigNN Character Database\E\E_323.jpg,E
dataset\SigNN Character Database\E\E_1276.jpg,E
dataset\SigNN Character Database\E\E_1028.jpg,E
dataset\SigNN Character Database\E\E_573.jpg,E
dataset\SigNN Character Database\E\E_1049.jpg,E
dataset\SigNN Character Database\E\E_742.jpg,E
dataset\SigNN Character Database\E\E_940.jpg,E
dataset\SigNN Character Database\E\E_110.jpg,E
dataset\SigNN Character Database\E\449.jpg,E
dataset\SigNN Character Database\E\E_649.jpg,E
dataset\SigNN Character Database\E\E_351.jpg,E
dataset\SigNN Character Database\E\409.jpg,E
dataset\SigNN Character Database\E\63.jpg,E
dataset\SigNN Character Database\E\E_1354.jpg,E
dataset\SigNN Character Database\E\E_259.jpg,E
dataset\SigNN Character Database\E\E_2.jpg,E
dataset\SigNN Character Database\E\E_11.jpg,E
dataset\SigNN Character Database\E\E_1170.jpg,E
dataset\SigNN Character Database\E\E_860.jpg,E
dataset\SigNN Character Database\E\E_1.jpg,E
dataset\SigNN Character Database\E\E_808.jpg,E
dataset\SigNN Character Database\E\E_1139.jpg,E
dataset\SigNN Character Database\E\E_809.jpg,E
dataset\SigNN Character Database\E\98.jpg,E
dataset\SigNN Character Database\E\497.jpg,E
dataset\SigNN Character Database\E\E_640.jpg,E
dataset\SigNN Character Database\E\E_1269.jpg,E
dataset\SigNN Character Database\E\E_1421.jpg,E
dataset\SigNN Character Database\E\E_1147.jpg,E
dataset\SigNN Character Database\E\E_84.jpg,E
dataset\SigNN Character Database\E\E_1016.jpg,E
dataset\SigNN Character Database\E\E_855.jpg,E
dataset\SigNN Character Database\E\E_314.jpg,E
dataset\SigNN Character Database\E\487.jpg,E
dataset\SigNN Character Database\E\E_1447.jpg,E
dataset\SigNN Character Database\E\293.jpg,E
dataset\SigNN Character Database\E\E_296.jpg,E
dataset\SigNN Character Database\E\E_915.jpg,E
dataset\SigNN Character Database\E\E_854.jpg,E
dataset\SigNN Character Database\E\307.jpg,E
dataset\SigNN Character Database\E\E_1256.jpg,E
dataset\SigNN Character Database\E\E_1221.jpg,E
dataset\SigNN Character Database\E\E_1343.jpg,E
dataset\SigNN Character Database\E\E_176.jpg,E
dataset\SigNN Character Database\E\E_60.jpg,E
dataset\SigNN Character Database\E\E_558.jpg,E
dataset\SigNN Character Database\E\E_187.jpg,E
dataset\SigNN Character Database\E\E_1270.jpg,E
dataset\SigNN Character Database\E\E_1230.jpg,E
dataset\SigNN Character Database\E\E_443.jpg,E
dataset\SigNN Character Database\E\E_117.jpg,E
dataset\SigNN Character Database\E\E_1154.jpg,E
dataset\SigNN Character Database\E\E_126.jpg,E
dataset\SigNN Character Database\E\E_1004.jpg,E
dataset\SigNN Character Database\E\E_253.jpg,E
dataset\SigNN Character Database\E\E_581.jpg,E
dataset\SigNN Character Database\E\E_1153.jpg,E
dataset\SigNN Character Database\E\E_265.jpg,E
dataset\SigNN Character Database\E\119.jpg,E
dataset\SigNN Character Database\E\E_1254.jpg,E
dataset\SigNN Character Database\E\E_61.jpg,E
dataset\SigNN Character Database\E\E_164.jpg,E
dataset\SigNN Character Database\E\E_377.jpg,E
dataset\SigNN Character Database\E\E_518.jpg,E
dataset\SigNN Character Database\E\E_740.jpg,E
dataset\SigNN Character Database\E\E_658.jpg,E
dataset\SigNN Character Database\E\E_287.jpg,E
dataset\SigNN Character Database\E\E_363.jpg,E
dataset\SigNN Character Database\E\E_32.jpg,E
dataset\SigNN Character Database\E\E_1234.jpg,E
dataset\SigNN Character Database\E\E_686.jpg,E
dataset\SigNN Character Database\E\256.jpg,E
dataset\SigNN Character Database\E\E_588.jpg,E
dataset\SigNN Character Database\E\E_906.jpg,E
dataset\SigNN Character Database\E\E_491.jpg,E
dataset\SigNN Character Database\E\E_79.jpg,E
dataset\SigNN Character Database\E\E_1292.jpg,E
dataset\SigNN Character Database\E\E_1161.jpg,E
dataset\SigNN Character Database\E\E_893.jpg,E
dataset\SigNN Character Database\E\E_811.jpg,E
dataset\SigNN Character Database\E\E_357.jpg,E
dataset\SigNN Character Database\E\E_14.jpg,E
dataset\SigNN Character Database\E\E_609.jpg,E
dataset\SigNN Character Database\E\E_553.jpg,E
dataset\SigNN Character Database\E\E_452.jpg,E
dataset\SigNN Character Database\E\E_1012.jpg,E
dataset\SigNN Character Database\E\E_29.jpg,E
dataset\SigNN Character Database\E\E_1341.jpg,E
dataset\SigNN Character Database\E\E_1301.jpg,E
dataset\SigNN Character Database\E\E_1204.jpg,E
dataset\SigNN Character Database\E\E_1329.jpg,E
dataset\SigNN Character Database\E\E_1040.jpg,E
dataset\SigNN Character Database\E\89.jpg,E
dataset\SigNN Character Database\E\E_1052.jpg,E
dataset\SigNN Character Database\E\E_1282.jpg,E
dataset\SigNN Character Database\E\E_412.jpg,E
dataset\SigNN Character Database\E\E_269.jpg,E
dataset\SigNN Character Database\E\E_1408.jpg,E
dataset\SigNN Character Database\E\E_1463.jpg,E
dataset\SigNN Character Database\E\E_1326.jpg,E
dataset\SigNN Character Database\E\E_1371.jpg,E
dataset\SigNN Character Database\E\E_1122.jpg,E
dataset\SigNN Character Database\E\E_1291.jpg,E
dataset\SigNN Character Database\E\E_690.jpg,E
dataset\SigNN Character Database\E\E_598.jpg,E
dataset\SigNN Character Database\E\E_1345.jpg,E
dataset\SigNN Character Database\E\E_1176.jpg,E
dataset\SigNN Character Database\E\E_799.jpg,E
dataset\SigNN Character Database\E\E_132.jpg,E
dataset\SigNN Character Database\E\E_441.jpg,E
dataset\SigNN Character Database\E\E_347.jpg,E
dataset\SigNN Character Database\E\E_920.jpg,E
dataset\SigNN Character Database\E\E_789.jpg,E
dataset\SigNN Character Database\E\E_1268.jpg,E
dataset\SigNN Character Database\E\E_706.jpg,E
dataset\SigNN Character Database\E\E_787.jpg,E
dataset\SigNN Character Database\E\408.jpg,E
dataset\SigNN Character Database\E\E_21.jpg,E
dataset\SigNN Character Database\E\E_1317.jpg,E
dataset\SigNN Character Database\E\E_456.jpg,E
dataset\SigNN Character Database\E\75.jpg,E
dataset\SigNN Character Database\E\E_329.jpg,E
dataset\SigNN Character Database\E\E_542.jpg,E
dataset\SigNN Character Database\E\463.jpg,E
dataset\SigNN Character Database\E\E_785.jpg,E
dataset\SigNN Character Database\E\E_670.jpg,E
dataset\SigNN Character Database\E\E_1034.jpg,E
dataset\SigNN Character Database\E\E_1237.jpg,E
dataset\SigNN Character Database\E\E_1099.jpg,E
dataset\SigNN Character Database\E\E_306.jpg,E
dataset\SigNN Character Database\E\E_1414.jpg,E
dataset\SigNN Character Database\E\E_209.jpg,E
dataset\SigNN Character Database\E\E_372.jpg,E
dataset\SigNN Character Database\E\E_683.jpg,E
dataset\SigNN Character Database\E\E_40.jpg,E
dataset\SigNN Character Database\E\E_1352.jpg,E
dataset\SigNN Character Database\E\E_832.jpg,E
dataset\SigNN Character Database\E\E_770.jpg,E
dataset\SigNN Character Database\E\E_647.jpg,E
dataset\SigNN Character Database\E\E_1117.jpg,E
dataset\SigNN Character Database\E\E_328.jpg,E
dataset\SigNN Character Database\E\472.jpg,E
dataset\SigNN Character Database\E\165.jpg,E
dataset\SigNN Character Database\E\220.jpg,E
dataset\SigNN Character Database\E\E_595.jpg,E
dataset\SigNN Character Database\E\E_336.jpg,E
dataset\SigNN Character Database\E\E_1051.jpg,E
dataset\SigNN Character Database\E\38.jpg,E
dataset\SigNN Character Database\E\111.jpg,E
dataset\SigNN Character Database\E\E_464.jpg,E
dataset\SigNN Character Database\E\E_934.jpg,E
dataset\SigNN Character Database\E\E_493.jpg,E
dataset\SigNN Character Database\E\E_1442.jpg,E
dataset\SigNN Character Database\E\402.jpg,E
dataset\SigNN Character Database\E\E_408.jpg,E
dataset\SigNN Character Database\E\E_844.jpg,E
dataset\SigNN Character Database\E\E_160.jpg,E
dataset\SigNN Character Database\E\E_475.jpg,E
dataset\SigNN Character Database\E\E_73.jpg,E
dataset\SigNN Character Database\E\E_993.jpg,E
dataset\SigNN Character Database\E\E_1205.jpg,E
dataset\SigNN Character Database\E\E_635.jpg,E
